current_phR,current_phY,current_phB,Fault
19.02819633,-14.43352371,-4.594672615,0
18.5253551,-13.59628542,-4.929069677,0
18.08312912,-12.54266995,-5.540459176,0
18.59936716,-11.30298658,-7.296380581,0
19.43233753,-10.21472143,-9.217616095,0
19.38775303,-9.058830414,-10.32892261,0
18.64321029,-7.832186003,-10.81102429,0
17.91355037,-6.501924932,-11.41162544,0
18.21160141,-5.040420998,-13.17118041,0
18.46765849,-3.773488058,-14.69417043,0
18.25210581,-2.426615873,-15.82548993,0
17.26986781,-0.689011755,-16.58085605,0
16.13215934,1.696730663,-17.82889,0
15.18889623,3.866809568,-19.0557058,0
14.25381498,4.767763716,-19.0215787,0
13.42510672,5.091603077,-18.5167098,0
12.30207206,5.798688438,-18.10076049,0
11.08293674,7.646019458,-18.7289562,0
10.00125419,9.509174981,-19.51042917,0
8.814321118,10.57780013,-19.39212124,0
7.585456448,11.02938607,-18.61484252,0
6.212103361,11.75557921,-17.96768257,0
4.785746902,13.54432113,-18.33006804,0
3.541331509,14.98236725,-18.52369876,0
2.142867243,16.08636124,-18.22922848,0
0.382511015,16.82289245,-17.20540347,0
-2.030903176,18.10473304,-16.07382986,0
-4.063140708,19.22023219,-15.15709148,0
-4.877934338,19.16750347,-14.28956914,0
-5.226243603,18.62296801,-13.39672441,0
-6.082456587,18.28789645,-12.20543987,0
-8.017004624,19.01709886,-11.00009424,0
-9.699234924,19.63007323,-9.930838307,0
-10.62992944,19.40473397,-8.774804534,0
-11.07887685,18.63019536,-7.551318511,0
-11.97766258,18.15797229,-6.18030971,0
-13.83029798,18.5893762,-4.759078225,0
-15.16511578,18.68700877,-3.521892992,0
-16.17522783,18.28126738,-2.10603955,0
-16.82052649,17.14037318,-0.319846697,0
-18.05666537,15.96465535,2.09201002,0
-19.10645587,15.0732286,4.033227271,0
-19.01786342,14.26679412,4.751069299,0
-18.41522705,13.33313343,5.082093624,0
-18.10933456,12.0974676,6.011866966,0
-18.90749926,10.89078372,8.016715543,0
-19.40110295,9.800542326,9.600560628,0
-19.11652546,8.630380985,10.48614447,0
-18.33207632,7.417532732,10.91454359,0
-18.02623729,6.046377842,11.97985944,0
-18.42852766,4.614146567,13.81438109,0
-18.46191755,3.328073993,15.13384355,0
-17.99969786,1.843621911,16.15607595,0
-16.79079001,-0.057658257,16.84844826,0
-15.67542231,-2.48921838,18.16464069,0
-14.90265354,-4.278961716,19.18161525,0
-14.10106642,-4.90987569,19.01094211,0
-13.16454203,-5.269215525,18.43375755,0
-11.89406316,-6.359688271,18.25375143,0
-10.72830362,-8.386388812,19.11469243,0
-9.568773002,-9.890519962,19.45929296,0
-8.376801271,-10.66872623,19.0455275,0
-7.175731082,-11.08235,18.25808108,0
-5.79930122,-12.29826788,18.0975691,0
-4.399613437,-14.12193225,18.52154568,0
-3.101829917,-15.46006986,18.56189978,0
-1.571140106,-16.40995326,17.98109337,0
0.393682682,-17.12328758,16.7296049,0
2.810484493,-18.47020086,15.65971637,0
4.429928876,-19.27361365,14.84368477,0
4.98243716,-19.03185223,14.04941507,0
5.434082611,-18.50202547,13.06794286,0
6.688994959,-18.49616049,11.80716553,0
8.715016617,-19.36797396,10.65295734,0
10.07861352,-19.56400322,9.485389698,0
10.77843122,-19.07578344,8.297352218,0
11.17170005,-18.3143726,7.142672553,0
12.50199362,-18.23401838,5.732024766,0
14.35557652,-18.74452626,4.388949739,0
15.63530447,-18.73318275,3.097878288,0
16.46168453,-18.02916098,1.567476448,0
17.1328465,-16.65893433,-0.473912171,0
18.50460104,-15.62621286,-2.878388185,0
19.09111673,-14.7528389,-4.338277834,0
18.7594332,-13.94093603,-4.818497169,0
18.24098708,-12.95742282,-5.283564255,0
18.39438535,-11.73407728,-6.660308077,0
19.26458459,-10.58059702,-8.683987569,0
19.38023164,-9.373579869,-10.00665177,0
18.82839639,-8.194698519,-10.63369787,0
18.01374397,-6.956890008,-11.05685396,0
18.0188996,-5.536803895,-12.4820957,0
18.49787175,-4.200302293,-14.29756946,0
18.50691893,-2.897248601,-15.60967033,0
17.74408063,-1.28554933,-16.4585313,0
16.39284135,0.873771089,-17.26661244,0
15.41094429,3.266885009,-18.6778293,0
14.54665115,4.567522065,-19.11417322,0
13.73610568,4.951212221,-18.6873179,0
12.76962101,5.424652921,-18.19427393,0
11.58463386,7.003067619,-18.58770148,0
10.38150359,9.034178999,-19.41568259,0
9.161725017,10.28827181,-19.44999683,0
7.948418558,10.86830977,-18.81672833,0
6.697971324,11.31839792,-18.01636924,0
5.263084138,12.8592193,-18.12230343,0
3.999698705,14.58788122,-18.58757993,0
2.661481796,15.86623117,-18.52771296,0
0.999656157,16.65656101,-17.65621716,0
-1.252196103,17.60876079,-16.35656469,0
-3.54928118,18.96055613,-15.41127495,0
-4.693619925,19.19298877,-14.49936885,0
-5.075407351,18.75806444,-13.68265709,0
-5.647534624,18.32974996,-12.68221534,0
-7.325125608,18.76688675,-11.44176114,0
-9.303703819,19.62794979,-10.32424597,0
-10.4293956,19.5851487,-9.155753099,0
-10.92818398,18.87201962,-7.943835638,0
-11.45276091,18.13880269,-6.68604178,0
-13.13985383,18.34228783,-5.202434002,0
-14.7463357,18.71604378,-3.969708077,0
-15.91800668,18.57357287,-2.655566186,0
-16.59139346,17.60627696,-1.014883502,0
-17.64416925,16.33375911,1.310410134,0
-18.94313263,15.38646536,3.556667276,0
-19.02098426,14.42959933,4.591384936,0
-18.5262326,13.5980629,4.9281697,0
-18.05255103,12.51198955,5.540561487,0
-18.57783456,11.28922683,7.288607734,0
-19.43821584,10.22332966,9.214886177,0
-19.38286523,9.036486833,10.34637839,0
-18.65865308,7.82568121,10.83297187,0
-17.91364564,6.478080812,11.43556483,0
-18.1870829,5.029929347,13.15715355,0
-18.46148582,3.780759763,14.68072606,0
-18.26378396,2.428541708,15.83524226,0
-17.27975214,0.703736295,16.57601585,0
-16.13766917,-1.693591532,17.8312607,0
-15.1634207,-3.866216595,19.0296373,0
-14.27904768,-4.766247186,19.04529487,0
-13.43719418,-5.089043846,18.52623803,0
-12.32313406,-5.810350606,18.13348466,0
-11.10250972,-7.65549974,18.75800946,0
-9.99791481,-9.510819905,19.50873471,0
-8.825157425,-10.57386245,19.39901987,0
-7.562936148,-11.05497592,18.61791207,0
-6.208510617,-11.74049369,17.9490043,0
-4.795160605,-13.54048085,18.33564145,0
-3.540945089,-14.96844494,18.50939002,0
-2.131963017,-16.09516776,18.22713078,0
-0.368290377,-16.8570876,17.22537798,0
2.03767335,-18.10897871,16.07130536,0
4.083092658,-19.2407059,15.15761324,0
4.874222013,-19.17264299,14.29842098,0
5.220613563,-18.62562875,13.40501518,0
6.066990557,-18.28593802,12.21894746,0
8.016704921,-18.99560109,10.97889616,0
9.687302344,-19.62130785,9.934005509,0
10.63153957,-19.40839931,8.776859743,0
11.06045263,-18.59881163,7.538359001,0
11.98095706,-18.18089082,6.199933764,0
13.82721487,-18.597611,4.770396131,0
15.17223062,-18.70276207,3.530531454,0
16.1670647,-18.29116189,2.124097194,0
16.81438645,-17.11278741,0.298400957,0
18.050194,-15.94829913,-2.101894877,0
19.12705373,-15.09779439,-4.029259336,0
19.0180269,-14.25455754,-4.763469359,0
18.43164192,-13.33147674,-5.100165174,0
18.11035633,-12.08401031,-6.026346012,0
18.92199072,-10.90036751,-8.021623209,0
19.40151827,-9.798469918,-9.603048356,0
19.11187794,-8.646415893,-10.46546205,0
18.33178171,-7.444772059,-10.88700966,0
18.02484643,-6.052154896,-11.97269153,0
18.40923929,-4.620894869,-13.78834442,0
18.47662421,-3.328685771,-15.14793844,0
18.00497329,-1.863780589,-16.1411927,0
16.8076104,0.039009754,-16.84662015,0
15.68600347,2.47239395,-18.15839742,0
14.88334406,4.26683788,-19.15018194,0
14.10172598,4.908609263,-19.01033524,0
13.12725294,5.263510356,-18.3907633,0
11.8798597,6.361001931,-18.24086163,0
10.72454516,8.372693285,-19.09723844,0
9.549129883,9.891879012,-19.44100889,0
8.339608169,10.70357791,-19.04318608,0
7.170160617,11.1111698,-18.28133042,0
5.794905224,12.29920349,-18.09410872,0
4.391325674,14.14525415,-18.53657983,0
3.100861821,15.45404635,-18.55490817,0
1.569297194,16.42535408,-17.99465127,0
-0.377843161,17.13088553,-16.75304237,0
-2.809120414,18.47071964,-15.66159922,0
-4.419931635,19.26329115,-14.84335951,0
-4.980248909,19.02751425,-14.04726534,0
-5.438229889,18.50657411,-13.06834422,0
-6.687949055,18.50096366,-11.81301461,0
-8.709966406,19.36939142,-10.65942501,0
-10.09162566,19.60069283,-9.509067161,0
-10.75305318,19.06807571,-8.315022534,0
-11.17308885,18.28801385,-7.114924996,0
-12.50291827,18.23142849,-5.728510223,0
-14.41475868,18.79618611,-4.381427427,0
-15.63549869,18.72569116,-3.090192472,0
-16.48089114,18.02504316,-1.544152015,0
-17.1234295,16.65746203,0.465967469,0
-18.51291734,15.62314319,2.889774147,0
-19.09027325,14.74806852,4.342204728,0
-18.75807406,13.95265176,4.805422305,0
-18.21243707,12.94536192,5.267075154,0
-18.39583039,11.74003671,6.655793679,0
-19.24910775,10.57054845,8.678559304,0
-19.38568194,9.376629132,10.00905281,0
-18.86000777,8.205666208,10.65434157,0
-18.03855752,6.972126474,11.06643105,0
-18.02906327,5.542457329,12.48660594,0
-18.49737487,4.220748834,14.27662604,0
-18.5150629,2.906455806,15.6086071,0
-17.72491565,1.28743112,16.43748453,0
-16.3783293,-0.885088615,17.26341792,0
-15.38356883,-3.264880286,18.64844911,0
-14.52742951,-4.559882942,19.08731245,0
-13.72703038,-4.9646773,18.69170768,0
-12.79237763,-5.455659857,18.24803748,0
-11.5819715,-7.009224673,18.59119617,0
-10.38808375,-9.037952014,19.42603576,0
-9.175674227,-10.28077822,19.45645245,0
-7.95480407,-10.85827508,18.81307915,0
-6.716249742,-11.29964389,18.01589363,0
-5.264716839,-12.8588822,18.12359904,0
-4.004895189,-14.54810729,18.55300248,0
-2.661187791,-15.86109875,18.52228654,0
-1.002588336,-16.66927507,17.67186341,0
1.234836344,-17.59703535,16.362199,0
3.533750662,-18.95676173,15.42301107,0
4.687909752,-19.20946157,14.52155182,0
5.066024134,-18.74283943,13.67681529,0
5.652958527,-18.310319,12.65736047,0
7.320999172,-18.74998135,11.42898218,0
9.315439165,-19.6424311,10.32699193,0
10.44135623,-19.5715762,9.130219978,0
10.94744906,-18.86942226,7.921973202,0
11.48081721,-18.13693852,6.656121315,0
13.12091624,-18.32109393,5.200177683,0
14.74907803,-18.71361586,3.964537833,0
15.92209654,-18.57810158,2.656005045,0
16.59328939,-17.61117453,1.017885135,0
17.64864571,-16.34217607,-1.306469642,0
18.92473151,-15.36468736,-3.560044153,0
19.03943528,-14.45866212,-4.580773152,0
18.53420285,-13.60585569,-4.928347161,0
18.07542861,-12.52842642,-5.547002192,0
18.59648336,-11.30079435,-7.295689011,0
19.42398855,-10.214038,-9.209950554,0
19.38713911,-9.044864602,-10.34227451,0
18.65102534,-7.807198011,-10.84382733,0
17.88905822,-6.474617287,-11.41444093,0
18.19452072,-5.049561388,-13.14495933,0
18.44850403,-3.76342333,-14.6850807,0
18.25057683,-2.408968718,-15.84160812,0
17.32100711,-0.687586866,-16.63342025,0
16.13274964,1.700493879,-17.83324352,0
15.15970403,3.883386617,-19.04309065,0
14.28740334,4.778931806,-19.06633515,0
13.43677413,5.078827828,-18.51560196,0
12.34051326,5.802632853,-18.14314612,0
11.08873219,7.650519731,-18.73925192,0
10.00192407,9.496021061,-19.49794513,0
8.821430699,10.57193636,-19.39336706,0
7.57065511,11.02619933,-18.59685444,0
6.227325577,11.74855564,-17.97588122,0
4.801514475,13.53915183,-18.3406663,0
3.544958852,15.00397006,-18.54892891,0
2.133598311,16.09040305,-18.22400136,0
0.355038621,16.84206792,-17.19710654,0
-2.04786657,18.10674768,-16.05888111,0
-4.080252363,19.2614063,-15.18115394,0
-4.887738066,19.16718084,-14.27944278,0
-5.239569408,18.63121671,-13.3916473,0
-6.078513881,18.30378492,-12.22527104,0
-8.021232139,19.00533233,-10.98410019,0
-9.689210143,19.61910377,-9.929893624,0
-10.61350515,19.4061129,-8.79260775,0
-11.03799036,18.6083429,-7.570352542,0
-11.97337801,18.17697651,-6.203598502,0
-13.81227707,18.57982973,-4.767552664,0
-15.18631436,18.70057307,-3.514258707,0
-16.16316197,18.28195133,-2.118789361,0
-16.79688723,17.11933743,-0.322450197,0
-18.04207466,15.95361359,2.088461067,0
-19.09874127,15.08136351,4.01737776,0
-19.01162203,14.25416482,4.757457217,0
-18.41897927,13.31969952,5.09927975,0
-18.09103423,12.06113344,6.029900795,0
-18.89311599,10.88866562,8.004450377,0
-19.38871776,9.78810458,9.600613175,0
-19.11041062,8.614553005,10.49585762,0
-18.36765303,7.442488174,10.92516486,0
-18.02087436,6.043484199,11.97739016,0
-18.41820218,4.604247407,13.81395477,0
-18.46825538,3.335013131,15.13324225,0
-18.01892114,1.861746505,16.15717464,0
-16.82106154,-0.03567116,16.8567327,0
-15.69822571,-2.471221537,18.16944725,0
-14.8643272,-4.265288871,19.12961607,0
-14.10105916,-4.904431024,19.00549018,0
-13.13631754,-5.250474589,18.38679212,0
-11.89805025,-6.363094066,18.26114431,0
-10.74276173,-8.372074607,19.11483634,0
-9.573489313,-9.90130546,19.47479477,0
-8.356442724,-10.67946305,19.03590577,0
-7.146632319,-11.12782493,18.27445725,0
-5.784420729,-12.30137065,18.08579138,0
-4.386051301,-14.17906107,18.56511237,0
-3.092502004,-15.45165671,18.54415872,0
-1.553403063,-16.42485029,17.97825335,0
0.382310576,-17.12996582,16.74765524,0
2.8201819,-18.48391262,15.66373072,0
4.424114798,-19.25992181,14.83580701,0
4.97216536,-19.02989195,14.05772659,0
5.417563553,-18.48141347,13.06384992,0
6.683159713,-18.50027518,11.81711547,0
8.714039064,-19.36756278,10.65352372,0
10.08681403,-19.57948022,9.492666196,0
10.77102597,-19.10686397,8.335837994,0
11.18026311,-18.30153801,7.1212749,0
12.50838849,-18.24529021,5.736901713,0
14.39021116,-18.77919177,4.388980609,0
15.63481705,-18.73612674,3.101309689,0
16.48257187,-18.02734415,1.544772282,0
17.11395314,-16.63463216,-0.479320987,0
18.49538325,-15.6005709,-2.894812348,0
19.08903697,-14.74515274,-4.343884236,0
18.7657071,-13.94338671,-4.82232039,0
18.26613003,-12.98378134,-5.282348699,0
18.39829364,-11.73455806,-6.663735583,0
19.26582788,-10.57247415,-8.693353725,0
19.39089954,-9.395879349,-9.995020187,0
18.83995153,-8.204754139,-10.63519739,0
18.04060135,-6.998940637,-11.04166071,0
18.03240081,-5.544304763,-12.48809605,0
18.48401284,-4.233486294,-14.25052654,0
18.50921054,-2.905299979,-15.60391056,0
17.71036698,-1.290895661,-16.41947132,0
16.39194467,0.863543617,-17.25548829,0
15.40488701,3.243269871,-18.64815688,0
14.5270038,4.556564662,-19.08356847,0
13.72406594,4.95981117,-18.68387711,0
12.74333524,5.447782712,-18.19111795,0
11.57089191,7.009055362,-18.57994727,0
18.87179417,10.46582821,-29.33762238,1
22.59900711,23.55324645,-46.15225356,1
17.76336245,42.34332397,-60.10668643,1
-3.376406979,68.48306535,-65.10665837,1
-31.57339428,76.52003845,-44.94664417,1
-59.48044909,71.70675516,-12.22630607,1
-62.897547,43.89162648,19.00592052,1
-47.48221365,9.504821717,37.97739193,1
-20.85554581,-14.53125839,35.3868042,1
4.765644277,-23.84389596,19.07825168,1
22.92728653,-19.01217038,-3.915116147,1
29.45317053,-4.800692431,-24.65247809,1
22.30898388,16.2860402,-38.59502408,1
3.324046405,35.69852987,-39.02257627,1
-18.02476944,42.27341235,-24.24864291,1
-36.37084342,37.91849005,-1.547646621,1
-41.75747602,20.21261944,21.54485658,1
-32.13869447,-4.99325485,37.13194932,1
-10.42471748,-25.60544673,36.03016421,1
12.17030715,-33.55967154,21.38936439,1
29.84970389,-28.96625998,-0.883443911,1
35.80387618,-13.32085266,-22.48302352,1
27.2978827,9.69020771,-36.98809041,1
6.965373265,29.3433115,-36.30868477,1
-14.83622386,36.61520545,-21.77898159,1
-32.58521365,32.07179007,0.513423579,1
-38.40267519,15.87744454,22.52523065,1
-29.49236359,-7.912153814,37.40451741,1
-8.673581602,-27.88350833,36.55708993,1
13.46359824,-35.30546252,21.84186428,1
31.14504593,-30.66545903,-0.479586894,1
36.98531906,-14.65133612,-22.33398293,1
28.30952143,8.777064063,-37.08658549,1
7.746034489,28.56351794,-36.30955243,1
-14.17036482,35.91814135,-21.74777653,1
-31.82664048,31.31422996,0.512410523,1
-37.62308955,15.19318821,22.42990134,1
-28.80437399,-8.383673689,37.18804768,1
-8.104542652,-28.26169751,36.36624016,1
13.89702239,-35.664401,21.7673786,1
31.57071238,-31.05612046,-0.514591913,1
37.3929075,-15.00062933,-22.39227816,1
28.61489113,8.517275646,-37.13216677,1
7.97257349,28.36603481,-36.3386083,1
-13.99487394,35.72993822,-21.73506428,1
-31.6731621,31.12756313,0.545598974,1
-37.47093873,15.05006894,22.42086978,1
-28.69795167,-8.480855259,37.17880693,1
-8.061119803,-28.34124529,36.40236509,1
13.94444974,-35.71201046,21.76756072,1
31.61332907,-31.09865585,-0.514673228,1
37.41532918,-15.02500528,-22.3903239,1
28.66817469,8.505873945,-37.17404863,1
7.99458613,28.34368205,-36.33826818,1
-13.97294394,35.72938671,-21.75644276,1
-31.63903601,31.11779864,0.521237366,1
-37.45608005,15.03726187,22.41881818,1
-28.67070777,-8.490386462,37.16109423,1
-8.015617479,-28.33098125,36.34659873,1
13.96606443,-35.72104378,21.75497935,1
31.63419586,-31.1108653,-0.523330561,1
37.44863024,-15.04381069,-22.40481955,1
28.6694059,8.490176854,-37.15958275,1
8.00975753,28.35136573,-36.36112326,1
-13.96072494,35.71517016,-21.75444522,1
-31.64070803,31.11127159,0.529436447,1
-37.43923107,15.0313553,22.40787576,1
-28.66476065,-8.493126785,37.15788743,1
-8.037225378,-28.34842883,36.38565421,1
13.96631153,-35.71910992,21.75279839,1
31.63194491,-31.10861189,-0.523333023,1
37.44549318,-15.04389942,-22.40159377,1
28.68219622,8.499626927,-37.18182315,1
8.010657566,28.33576411,-36.34642168,1
-13.96690943,35.72505613,-21.7581467,1
-31.63316536,31.11270754,0.520457813,1
-37.45005071,15.03336235,22.41668836,1
-28.66635584,-8.49237927,37.15873511,1
-8.010350762,-28.32774061,36.33809137,1
13.96456077,-35.7208616,21.75630083,1
31.63589427,-31.1119093,-0.523984972,1
37.45270548,-15.04320935,-22.40949613,1
28.66865401,8.490430976,-37.15908499,1
8.004335641,28.35174118,-36.35607682,1
-13.96193454,35.71933207,-21.75739753,1
-31.63879818,31.11287915,0.525919037,1
-37.43753824,15.03381271,22.40372554,1
-28.66447961,-8.493508359,37.15798797,1
-8.038366964,-28.34992896,36.38829592,1
13.96742631,-35.71932385,21.75189754,1
31.63384292,-31.10972922,-0.524113694,1
37.44287467,-15.04143339,-22.40144128,1
28.68338786,8.498582613,-37.18197047,1
8.013190566,28.3358284,-36.34901896,1
-13.96672416,35.7245253,-21.75780114,1
-31.6317457,31.11095014,0.52079556,1
-37.45223172,15.0337553,22.41847642,1
-28.66689116,-8.493037677,37.15992883,1
-8.010568023,-28.33522678,36.3457948,1
13.96715497,-35.72154813,21.75439316,1
31.63325249,-31.11060104,-0.522651445,1
37.45241335,-15.04367569,-22.40873766,1
28.66826125,8.49133904,-37.15960029,1
8.010658278,28.3516613,-36.36231958,1
-13.96299565,35.72036028,-21.75736463,1
-31.63817888,31.11197999,0.526198887,1
-37.44545436,15.04376097,22.40169339,1
-28.66343333,-8.492552049,37.15598538,1
-8.034344617,-28.35023557,36.38458019,1
13.96679815,-35.71958867,21.75279052,1
31.63371703,-31.10982347,-0.523893561,1
37.43704781,-15.03610579,-22.40094202,1
28.68384958,8.498115761,-37.18196534,1
8.014661385,28.33304183,-36.34770322,1
-13.96665498,35.72429642,-21.75764144,1
-31.63319035,31.11138158,0.521808763,1
-37.45437201,15.03354284,22.42082917,1
-28.66466091,-8.493566324,37.15822723,1
-8.010581351,-28.3412585,36.35183985,1
13.9662986,-35.71990128,21.75360267,1
31.63476283,-31.11110806,-0.523654768,1
37.45238982,-15.04319098,-22.40919884,1
28.66882767,8.490632269,-37.15945994,1
8.012935847,28.3506942,-36.36363004,1
-13.96186653,35.71854408,-21.75667755,1
-31.64025482,31.11302536,0.527229456,1
-37.43551252,15.0337966,22.40171592,1
-28.66462701,-8.49196518,37.15659219,1
-8.034178083,-28.34891348,36.38309156,1
13.96608352,-35.71987001,21.75378649,1
31.63374904,-31.10896963,-0.52477941,1
37.43499876,-15.03593748,-22.39906127,1
28.68498328,8.497658093,-37.18264138,1
8.006679536,28.33712258,-36.34380212,1
-13.9641609,35.72410094,-21.75994004,1
-31.63156168,31.11209282,0.519468856,1
-37.45014257,15.0328363,22.41730627,1
-28.6659911,-8.493454818,37.15944592,1
-8.012999946,-28.33280369,36.34580363,1
13.96770551,-35.72160445,21.75389893,1
31.63536656,-31.11120615,-0.524160403,1
37.44959457,-15.04379146,-22.40580311,1
28.67043347,8.49044409,-37.16087756,1
8.010391175,28.35213201,-36.36252318,1
-13.96016866,35.71611146,-21.7559428,1
-31.6401676,31.11215082,0.528016776,1
-37.43842822,15.03185096,22.40657726,1
-28.66389922,-8.492707232,37.15660645,1
-8.036434095,-28.34796844,36.38440254,1
13.96700531,-35.71879932,21.75179401,1
31.63257827,-31.10841508,-0.524163184,1
37.44612214,-15.04391123,-22.40221091,1
28.6827335,8.499582047,-37.18231554,1
8.011094857,28.33571216,-36.34680701,1
-13.96658524,35.72502198,-21.75843674,1
-31.6329453,31.11265456,0.520290733,1
-37.44994812,15.03334016,22.41660796,1
-28.66627769,-8.492401104,37.15867879,1
-8.010316439,-28.32772138,36.33803782,1
13.96456044,-35.72076988,21.75620945,1
31.63583001,-31.1117995,-0.524030508,1
37.45259765,-15.04307012,-22.40952753,1
28.66859429,8.490548577,-37.15914287,1
8.004305477,28.35187956,-36.35618504,1
-13.96195316,35.71947186,-21.7575187,1
-31.63883329,31.11300961,0.525823672,1
-37.43755648,15.03391368,22.4036428,1
-28.66445034,-8.493434095,37.15788443,1
-8.038310462,-28.34985923,36.38816969,1
13.96747909,-35.71928157,21.75180248,1
31.63388894,-31.10971067,-0.524178279,1
37.4429295,-15.04143707,-22.40149243,1
28.68345375,8.498573869,-37.18202762,1
8.013250955,28.33581726,-36.34906821,1
-13.96668068,35.72450443,-21.75782374,1
-31.63171014,31.11091865,0.520791492,1
-37.45220346,15.03372848,22.41847498,1
-28.66686673,-8.493058875,37.1599256,1
-8.0105541,-28.33524535,36.34579945,1
13.96716094,-35.72156439,21.75440345,1
31.63325605,-31.11061764,-0.52263841,1
37.45241358,-15.04368525,-22.40872834,1
28.66826045,8.491333078,-37.15959353,1
8.010655097,28.35165711,-36.36231221,1
-13.96299889,35.72035699,-21.75735811,1
-31.63818042,31.11197708,0.526203334,1
-37.44545429,15.04375889,22.4016954,1
-28.66343316,-8.492553066,37.15598623,1
-8.034344222,-28.35023674,36.38458096,1
13.96679901,-35.71959084,21.75279183,1
31.63371927,-31.10982595,-0.52389332,1
37.43705104,-15.03610887,-22.40094217,1
28.68385174,8.498113365,-37.18196511,1
8.014663055,28.33303911,-36.34770216,1
-13.96665362,35.7242935,-21.75763988,1
-31.6331887,31.11137873,0.521809972,1
-37.45437073,15.03354045,22.42083028,1
-28.66466052,-8.493568158,37.15822868,1
-8.010581521,-28.34126024,36.35184176,1
13.96629833,-35.71990247,21.75360414,1
31.63476258,-31.11110893,-0.523653653,1
37.45238937,-15.04319139,-22.40919798,1
28.66882707,8.490632044,-37.15945912,1
8.012935166,28.35069414,-36.36362931,1
-13.96186706,35.71854428,-21.75667723,1
-31.64025523,31.11302571,0.527229517,1
-37.43551275,15.03379689,22.40171586,1
-28.66462715,-8.491964922,37.15659207,1
-8.034178199,-28.34891319,36.38309139,1
13.96608349,-35.71986977,21.75378628,1
31.6337491,-31.1089694,-0.524779699,1
37.43499897,-15.03593743,-22.39906154,1
28.68498346,8.497658122,-37.18264158,1
8.006679644,28.33712259,-36.34380224,1
-13.96416081,35.72410092,-21.75994011,1
-31.63156156,31.1120928,0.519468765,1
-37.45014243,15.03283623,22.4173062,1
-28.66599104,-8.493454887,37.15944593,1
-8.012999974,-28.33280375,36.34580372,1
13.96770547,-35.72160447,21.753899,1
31.63536652,-31.11120614,-0.524160382,1
37.44959454,-15.04379144,-22.4058031,1
28.67043339,8.490444108,-37.16087749,1
8.010391056,28.35213204,-36.3625231,1
-13.96016876,35.71611152,-21.75594277,1
-31.64016769,31.11215092,0.528016767,1
-37.4384283,15.03185105,22.40657725,1
-28.66389932,-8.492707157,37.15660648,1
-8.03643419,-28.34796837,36.38440256,1
13.96700525,-35.71879924,21.751794,1
31.6325782,-31.10841498,-0.524163221,1
37.44612208,-15.04391115,-22.40221093,1
28.68273343,8.499582109,-37.18231554,1
8.011094815,28.33571221,-36.34680703,1
-13.96658527,35.72502203,-21.75843677,1
-31.63294533,31.11265462,0.520290704,1
-37.44994816,15.03334021,22.41660795,1
-28.66627772,-8.492401068,37.15867879,1
-8.010316451,-28.32772135,36.3380378,1
13.96456043,-35.72076985,21.75620942,1
31.63582999,-31.11179947,-0.524030525,1
37.45259763,-15.04307009,-22.40952754,1
28.66859428,8.4905486,-37.15914288,1
8.004305477,28.35187958,-36.35618506,1
-13.96195316,35.71947188,-21.75751872,1
-31.63883329,31.11300963,0.52582366,1
-37.43755649,15.03391369,22.4036428,1
-28.66445033,-8.493434084,37.15788442,1
-8.038310453,-28.34985922,36.38816967,1
13.9674791,-35.71928156,21.75180246,1
31.63388895,-31.10971066,-0.524178286,1
37.4429295,-15.04143707,-22.40149243,1
28.68345376,8.498573869,-37.18202763,1
8.013250966,28.33581725,-36.34906822,1
-13.96668067,35.72450442,-21.75782375,1
-31.63171013,31.11091864,0.520791491,1
-37.45220345,15.03372847,22.41847498,1
-28.66686672,-8.49305888,37.1599256,1
-8.010554095,-28.33524535,36.34579945,1
13.96716094,-35.72156439,21.75440345,1
31.63325605,-31.11061765,-0.522638407,1
37.45241359,-15.04368525,-22.40872833,1
28.66826045,8.491333075,-37.15959353,1
8.010655098,28.35165711,-36.36231221,1
-13.96299889,35.72035699,-21.7573581,1
-31.63818042,31.11197708,0.526203337,1
-37.44545429,15.04375889,22.4016954,1
-28.66343316,-8.492553068,37.15598623,1
-8.034344222,-28.35023674,36.38458096,1
13.96679901,-35.71959084,21.75279183,1
31.63371927,-31.10982595,-0.523893318,1
37.43705104,-15.03610887,-22.40094217,1
28.68385174,8.498113365,-37.18196511,1
8.014663055,28.33303911,-36.34770216,1
-13.96665362,35.7242935,-21.75763988,1
-31.6331887,31.11137873,0.521809973,1
-37.45437073,15.03354045,22.42083028,1
-28.66466052,-8.493568158,37.15822868,1
-8.010581521,-28.34126024,36.35184176,1
13.96629833,-35.71990247,21.75360414,1
31.63476258,-31.11110893,-0.523653653,1
37.45238937,-15.04319139,-22.40919798,1
28.66882707,8.490632044,-37.15945912,1
8.012935166,28.35069414,-36.36362931,1
-13.96186706,35.71854428,-21.75667723,1
-31.64025523,31.11302571,0.527229517,1
-37.43551275,15.03379689,22.40171586,1
-28.66462715,-8.491964922,37.15659207,1
-8.034178199,-28.34891319,36.38309139,1
13.96608349,-35.71986977,21.75378628,1
31.6337491,-31.1089694,-0.524779699,1
37.43499897,-15.03593743,-22.39906154,1
28.68498346,8.497658122,-37.18264158,1
8.006679644,28.33712259,-36.34380224,1
-13.96416081,35.72410092,-21.75994011,1
-31.63156156,31.1120928,0.519468765,1
-37.45014243,15.03283623,22.4173062,1
-28.66599104,-8.493454887,37.15944593,1
-8.012999974,-28.33280375,36.34580372,1
