current_phR,current_phY,current_phB,Fault
-13.12183083,18.22898225,-5.107151423,0
-14.73195105,18.60657342,-3.874622372,0
-15.9050931,18.46753181,-2.562438708,0
-16.58121543,17.50432749,-0.923112062,0
-17.63907586,16.23700038,1.402075484,0
-18.9435281,15.29350342,3.650024672,0
-19.02430884,14.33887771,4.685431135,0
-18.5292696,13.50743208,5.02183752,0
-18.05521144,12.42005731,5.635154139,0
-18.58200817,11.19627593,7.38573224,0
-19.44559867,10.12983374,9.315764934,0
-19.39242199,8.944466648,10.44795534,0
-18.66801677,7.734572127,10.93344464,0
-17.92104846,6.386040513,11.53500795,0
-18.19280086,4.934657447,13.25814341,0
-18.46639516,3.68473717,14.78165799,0
-18.26754582,2.335557519,15.9319883,0
-17.28128389,0.61332216,16.66796173,0
-16.13695135,-1.783633989,17.92058534,0
-15.1604804,-3.958079097,19.1185595,0
-14.27449561,-4.856926043,19.13142165,0
-13.43096408,-5.176261198,18.60722527,0
-12.314667,-5.894172154,18.20883915,0
-11.09154474,-7.738704201,18.83024894,0
-9.984648668,-9.595892339,19.58054101,0
-8.810521733,-10.65897568,19.46949741,0
-7.546942914,-11.13773372,18.68467663,0
-6.190562711,-11.81957558,18.01013829,0
-4.774879967,-13.61783515,18.39271512,0
-3.519582274,-15.04393537,18.56351764,0
-2.111327855,-16.16704661,18.27837447,0
-0.348053665,-16.92477289,17.27282656,0
2.058748519,-18.17331268,16.11456416,0
4.10550683,-19.30296438,15.19745755,0
4.896039111,-19.23200997,14.33597086,0
5.240254405,-18.68142308,13.44116868,0
6.084228403,-18.33788726,12.25365886,0
8.033074723,-19.04495485,11.01188013,0
9.703840084,-19.66913527,9.965295181,0
10.64791396,-19.45431751,8.806403545,0
11.07552347,-18.64194779,7.566424313,0
11.99353314,-18.22091707,6.227383928,0
13.8378058,-18.63526848,4.797462682,0
15.18185415,-18.73862282,3.556768669,0
16.17616107,-18.32551218,2.149351113,0
16.82258838,-17.145451,0.322862618,0
18.05699611,-15.9790042,-2.077991915,0
19.13277373,-15.12730132,-4.00547241,0
19.02337622,-14.28341977,-4.739956446,0
18.4371836,-13.36034004,-5.076843558,0
18.11595895,-12.11293728,-6.003021671,0
18.9272645,-10.92944124,-7.997823261,0
19.40627039,-9.827324578,-9.578945809,0
19.11641418,-8.674784949,-10.44162923,0
18.33641461,-7.473266124,-10.86314849,0
18.02989978,-6.081580925,-11.94831886,0
18.41459778,-4.651314777,-13.763283,0
18.48216856,-3.359001317,-15.12316724,0
18.01098366,-1.893369916,-16.11761375,0
16.81424537,0.009658314,-16.82390369,0
15.69318141,2.442333709,-18.13551512,0
14.89119106,4.235663197,-19.12685425,0
14.11028462,4.877617229,-18.98790185,0
13.13670462,5.233544994,-18.37024961,0
11.89032888,6.331798107,-18.22212698,0
10.73610234,8.342943277,-19.07904562,0
9.561413792,9.861585558,-19.42299935,0
8.352400253,10.6734744,-19.02587466,0
7.183841622,11.08174332,-18.26558494,0
5.809712068,12.27064076,-18.08035283,0
4.407167237,14.11708369,-18.52425093,0
3.116933729,15.42670866,-18.54364238,0
1.585214733,16.3992364,-17.98445113,0
-0.361643225,17.10588509,-16.74424186,0
-2.791934099,18.4459843,-15.6540502,0
-4.401815979,19.23861506,-14.83679908,0
-4.962324052,19.00377686,-14.04145281,0
-5.42103153,18.48424991,-13.06321838,0
-6.67117668,18.47984757,-11.80867089,0
-8.692668447,19.3485599,-10.65589145,0
-10.07386963,19.5800831,-9.506213475,0
-10.73548942,19.04813186,-8.312642443,0
-11.15639743,18.26929512,-7.11289769,0
-12.48726615,18.21408703,-5.726820875,0
-14.39968599,18.77971649,-4.380030499,0
-15.62105584,18.70991358,-3.088857739,0
-16.467185,18.00991217,-1.542727168,0
-17.11084852,16.64334396,0.467504557,0
-18.50120628,15.60986922,2.891337063,0
-19.07915484,14.73524793,4.343906907,0
-18.74739027,13.9399868,4.807403471,0
-18.20205032,12.93266052,5.269389801,0
-18.38574511,11.72725505,6.658490057,0
-19.23925125,10.55782514,8.681426112,0
-19.37604076,9.364135379,10.01190538,0
-18.85053269,8.193233919,10.65729877,0
-18.02921765,6.959489863,11.06972779,0
-18.01980393,5.529408353,12.49039558,0
-18.48814177,4.207342494,14.28079927,0
-18.50586009,2.893072482,15.61278761,0
-17.71573024,1.274084346,16.44164589,0
-16.36927568,-0.898690182,17.26796586,0
-15.37457747,-3.279178183,18.65375565,0
-14.518367,-4.574698367,19.09306537,0
-13.71775209,-4.979469275,18.69722137,0
-12.78266204,-5.470453129,18.25311517,0
-11.57180203,-7.024289472,18.5960915,0
-10.37758834,-9.053613112,19.43120146,0
-9.165105755,-10.29671211,19.46181786,0
-7.944166294,-10.87406882,18.81823511,0
-6.705323716,-11.3150949,18.02041861,0
-5.253304241,-12.87417648,18.12748073,0
-3.993121305,-14.56336514,18.55648645,0
-2.649606714,-15.87586952,18.52547624,0
-0.991308568,-16.6833332,17.67464177,0
1.246095258,-17.61056106,16.3644658,0
3.545344566,-18.97020889,15.42486433,0
4.699572507,-19.22266893,14.52309643,0
5.077291889,-18.75543946,13.67814757,0
5.663851745,-18.32228664,12.6584349,0
7.331830143,-18.76157524,11.42974509,0
9.326629149,-19.65406265,10.3274335,0
10.45261771,-19.58309016,9.130472453,0
10.95841719,-18.88055768,7.922140483,0
11.49123382,-18.14742612,6.656192303,0
13.1309136,-18.33101964,5.200106045,0
14.75884937,-18.72324099,3.964391625,0
15.93144181,-18.58742153,2.655979716,0
16.60194302,-17.62003231,1.018089296,0
17.65652306,-16.35047454,-1.306048523,0
18.93203042,-15.37256422,-3.559466203,0
19.04627935,-14.46630042,-4.579978923,0
18.5407016,-13.6134524,-4.927249198,0
18.08157306,-12.53603379,-5.545539263,0
18.60227826,-11.30837335,-7.293904907,0
19.42949746,-10.22153277,-9.207964697,0
19.39240201,-9.052206523,-10.34019548,0
18.65610247,-7.814440662,-10.84166181,0
17.89397399,-6.481898339,-11.41207565,0
18.1993378,-5.057018186,-13.14231962,0
18.4532207,-3.770892794,-14.6823279,0
18.25519866,-2.416272923,-15.83892574,0
17.32554967,-0.694824456,-16.63072522,0
16.13717,1.693213258,-17.83038325,0
15.16403379,3.875921684,-19.03995548,0
14.29169865,4.771455931,-19.06315458,0
13.44112686,5.071455186,-18.51258205,0
12.34499458,5.795286126,-18.1402807,0
11.09333741,7.64300644,-18.73634385,0
10.00661117,9.488237594,-19.49484877,0
8.826091632,10.56408815,-19.39017978,0
7.575279465,11.0185112,-18.59379067,0
6.232052907,11.74103578,-17.97308869,0
4.806420582,13.53163683,-18.33805741,0
3.549871207,14.99655845,-18.54642966,0
2.138294702,16.08334574,-18.22164044,0
0.35954883,16.83540802,-17.19495685,0
-2.043405924,18.10037254,-16.05696662,0
-4.0757505,19.2551809,-15.1794304,0
-4.883386176,19.16123053,-14.27784435,0
-5.235488002,18.62561251,-13.39012451,0
-6.074688454,18.29854189,-12.22385344,0
-8.017475983,19.00029268,-10.9828167,0
-9.685409463,19.61414117,-9.928731708,0
-10.60974806,19.40128885,-8.791540786,0
-11.03439123,18.60376147,-7.569370239,0
-11.96999698,18.17268429,-6.202687315,0
-13.80903882,18.57574999,-4.766711171,0
-15.18318733,18.69665341,-3.513466082,0
-16.16021455,18.27819833,-2.117983775,0
-16.7941807,17.11580182,-0.321621125,0
-18.03961069,15.95032983,2.089280857,0
-19.09645294,15.07825419,4.018198742,0
-19.00948308,14.25115997,4.758323111,0
-18.41697798,13.31673312,5.100244854,0
-18.08920494,12.05821518,6.030989762,0
-18.89143927,10.88578642,8.005652856,0
-19.38717438,9.785298086,9.601876293,0
-19.10898035,8.6118508,10.49712955,0
-18.36631725,7.439844711,10.92647254,0
-18.01962298,6.040838547,11.97878443,0
-18.4170222,4.601583254,13.81543895,0
-18.46713962,3.332412451,15.13472717,0
-18.01784625,1.859259382,16.15858687,0
-16.82001347,-0.038070202,16.85808367,0
-15.69721183,-2.473579972,18.1707918,0
-14.86332432,-4.267652175,19.1309765,0
-14.10006238,-4.906731226,19.0067936,0
-13.13530533,-5.252688801,18.38799413,0
-11.89700915,-6.365248257,18.26225741,0
-10.74168814,-8.37424372,19.11593186,0
-9.572404157,-9.903492121,19.47589628,0
-8.355359826,-10.6816192,19.03697902,0
-7.14552204,-11.12994638,18.27546842,0
-5.783252637,-12.30346275,18.08671539,0
-4.384824215,-14.18115483,18.56597904,0
-3.091283853,-15.45368906,18.54497291,0
-1.552233423,-16.42677174,17.97900516,0
0.383460689,-17.13177544,16.74831475,0
2.821366921,-18.48567158,15.66430466,0
4.4253358,-19.26164539,14.83630959,0
4.973348262,-19.03152261,14.05817435,0
5.418669236,-18.48291328,13.06424404,0
6.684192867,-18.50164604,11.81745317,0
8.715066727,-19.36886812,10.65380139,0
10.08784126,-19.58073026,9.492889003,0
10.77203534,-19.10804357,8.336008231,0
11.18122271,-18.30261259,7.121389876,0
12.50928804,-18.24625336,5.736965316,0
14.3910761,-18.78007418,4.38899808,0
15.63564987,-18.73694655,3.10129668,0
16.48336947,-18.02810192,1.544732448,0
17.11470565,-16.63530574,-0.479399915,0
18.49613299,-15.60118176,-2.894951229,0
19.08978184,-14.74571444,-4.344067399,0
18.76642353,-13.94391125,-4.822512282,0
18.26680801,-12.98427815,-5.282529861,0
18.39893788,-11.73502526,-6.663912614,0
19.26645921,-10.57290964,-8.693549572,0
19.39151793,-9.396283338,-9.995234596,0
18.8405453,-8.205133993,-10.63541131,0
18.04115236,-6.999309252,-11.04184311,0
18.03290866,-5.544670187,-12.48823847,0
18.48449279,-4.233850867,-14.25064192,0
18.5096719,-2.905655037,-15.60401686,0
17.71081389,-1.291237321,-16.41957656,0
16.39237149,0.863206809,-17.2555783,0
15.40530134,3.242927426,-18.64822877,0
14.52741528,4.556216297,-19.08363158,0
13.72448332,4.959467429,-18.68395075,0
12.74376756,5.447446788,-18.19121435,0
11.57133991,7.008724331,-18.58006425,0
10.39360698,9.046664945,-19.44027192,0
9.152450656,10.2867981,-19.43924876,0
7.930575232,10.87955119,-18.81012642,0
6.685838621,11.32441597,-18.01025459,0
5.264922624,12.84767671,-18.11259933,0
3.998147081,14.55750669,-18.55565377,0
2.665698882,15.86459683,-18.53029572,0
1.01378102,16.6429278,-17.65670882,0
-1.226829267,17.60084195,-16.37401269,0
-3.534570666,18.95229172,-15.41772106,0
-4.683174204,19.21257775,-14.52940355,0
-5.064778923,18.74393062,-13.6791517,0
-5.662729133,18.32424395,-12.66151481,0
-7.320975185,18.76582143,-11.44484624,0
-9.302923869,19.61262619,-10.30970232,0
-10.44083276,19.58417595,-9.143343192,0
-10.94729491,18.87513342,-7.927838509,0
-11.44984273,18.08761913,-6.637776404,0
-13.10834232,18.33490011,-5.226557787,0
-14.76617411,18.72499968,-3.958825572,0
-15.9273374,18.57478311,-2.647445711,0
-16.68791115,17.67055617,-0.982645013,0
-17.64836906,16.33890979,1.309459274,0
-18.93780666,15.3673758,3.570430853,0
-19.04360584,14.46155235,4.582053482,0
-18.52003275,13.62454618,4.895486576,0
-18.06986735,12.53676106,5.53310629,0
-18.58675459,11.29896004,7.287794552,0
-19.41412837,10.21926108,9.194867288,0
-19.38423634,9.04230626,10.34193008,0
-18.6346271,7.813073643,10.82155346,0
-17.92398862,6.494964185,11.42902444,0
-18.20687965,5.042952232,13.16392742,0
-18.46673749,3.780618397,14.68611909,0
-18.25305721,2.416168688,15.83688852,0
-17.27752484,0.686965742,16.5905591,0
-16.12285835,-1.712297749,17.8351561,0
-15.19469574,-3.883029496,19.07772524,0
-14.26047996,-4.779437701,19.03991766,0
-13.41229668,-5.103696195,18.51599287,0
-12.33121727,-5.797393911,18.12861118,0
-11.09314651,-7.661985094,18.7551316,0
-10.00035104,-9.495253032,19.49560407,0
-8.835788219,-10.56121993,19.39700815,0
-7.583729251,-11.0054222,18.58915145,0
-6.228243314,-11.7416957,17.96993901,0
-4.797978732,-13.54671488,18.34469361,0
-3.542012696,-14.99886275,18.54087545,0
-2.143047264,-16.0779274,18.22097467,0
-0.361713878,-16.85152012,17.21323399,0
2.035650284,-18.10468126,16.06903098,0
4.074742321,-19.23019158,15.15544926,0
4.878912456,-19.15963326,14.28072081,0
5.232333298,-18.61414474,13.38181145,0
6.076989458,-18.28454146,12.207552,0
8.005560854,-18.98237536,10.97681451,0
9.703026502,-19.62246315,9.919436644,0
10.63669335,-19.40120193,8.764508584,0
11.07056552,-18.6393033,7.568737779,0
11.9841252,-18.17541234,6.191287133,0
13.8196071,-18.57356349,4.753956394,0
15.17478285,-18.68794931,3.513166454,0
16.17733608,-18.28859412,2.111258043,0
16.80110186,-17.13223345,0.331131583,0
18.04854641,-15.96580811,-2.0827383,0
19.08491956,-15.06526777,-4.019651786,0
19.01345569,-14.26003628,-4.753419408,0
18.41279535,-13.3256801,-5.087115255,0
18.11270395,-12.0825849,-6.030119055,0
18.92575618,-10.90526522,-8.020490966,0
19.40386088,-9.801476386,-9.602384494,0
19.10775565,-8.627713488,-10.48004216,0
18.34135591,-7.406060198,-10.93529571,0
18.01370183,-6.036028254,-11.97767357,0
18.42610394,-4.598872089,-13.82723185,0
18.45732312,-3.322207752,-15.13511537,0
17.99098305,-1.837570961,-16.15341209,0
16.81747028,0.036227711,-16.85369799,0
15.70179353,2.48888574,-18.19067927,0
14.8584975,4.283017584,-19.14151509,0
14.11231753,4.896831701,-19.00914923,0
13.15139771,5.233694922,-18.38509263,0
11.90308563,6.359531625,-18.26261726,0
10.72578896,8.376551976,-19.10234093,0
9.563140831,9.894291119,-19.45743195,0
8.365608899,10.68868363,-19.05429253,0
7.16069354,11.11469022,-18.27538376,0
5.794802829,12.30288831,-18.09769114,0
4.394101603,14.15360097,-18.54770257,0
3.097955038,15.4607924,-18.55874744,0
1.564480509,16.41638119,-17.9808617,0
-0.418766429,17.14359648,-16.72483005,0
-2.823743001,18.46351559,-15.63977258,0
-4.425178589,19.27228962,-14.84711103,0
-4.983702876,19.03461279,-14.05090991,0
-5.429042487,18.52378986,-13.09474737,0
-6.69050636,18.51049598,-11.81998962,0
-8.721379906,19.37547047,-10.65409056,0
-10.07694508,19.58495357,-9.508008484,0
-10.74440122,19.08857143,-8.34417021,0
-11.15172905,18.30178996,-7.150060909,0
-12.50572155,18.23991129,-5.734189735,0
-14.32600167,18.72367359,-4.397671911,0
-15.63689844,18.73536303,-3.098464592,0
-16.45335236,18.01829002,-1.564937663,0
-17.12156829,16.64615955,0.475408742,0
-18.49155055,15.61462084,2.876929711,0
-19.09789689,14.74883694,4.349059944,0
-18.76074895,13.9393707,4.821378249,0
-18.23768796,12.95126922,5.286418746,0
-18.38651001,11.72208328,6.66442673,0
-19.26676302,10.57340544,8.693357574,0
-19.37029664,9.368984327,10.00131232,0
-18.83593257,8.166776181,10.66915639,0
-18.04390644,6.978061667,11.06584477,0
-18.02341657,5.543327545,12.48008902,0
-18.50182305,4.22820987,14.27361318,0
-18.51574859,2.910807305,15.60494129,0
-17.72239046,1.304222359,16.4181681,0
-16.40200005,-0.868435881,17.27043593,0
-15.4132729,-3.251428185,18.66470108,0
-14.54290099,-4.551755838,19.09465683,0
-13.73114706,-4.95817883,18.68932589,0
-12.75157014,-5.449233409,18.20080355,0
-11.58123243,-7.005767063,18.58699949,0
-10.38256075,-9.038583052,19.4211438,0
-9.16157501,-10.29115474,19.45272975,0
-7.938407142,-10.86572316,18.8041303,0
-6.677295776,-11.29997447,17.97727024,0
-5.261002097,-12.84402282,18.10502492,0
-3.992652181,-14.58453156,18.57718375,0
-2.653207487,-15.86927968,18.52248717,0
-0.996157275,-16.69496252,17.6911198,0
1.234383814,-17.6062783,16.37189449,0
3.54984422,-18.96329383,15.41344961,0
4.685625217,-19.22405499,14.53842977,0
5.048433134,-18.73021352,13.68178038,0
5.638012926,-18.30471639,12.66670347,0
7.320524157,-18.76347129,11.44294713,0
9.283623473,-19.6093195,10.32569602,0
10.44197329,-19.58342013,9.141446842,0
10.94026206,-18.86575478,7.925492719,0
11.47467272,-18.15196171,6.677288997,0
13.12858968,-18.35211621,5.22352653,0
14.76982134,-18.74045506,3.970633719,0
15.92517865,-18.58050676,2.655328106,0
16.66058105,-17.632524,0.971942953,0
17.64888287,-16.3270047,-1.321878171,0
18.94834692,-15.37762074,-3.570726181,0
